date,category,region,segment,revenue,cost,profit,units_sold,customer_satisfaction
2023-01-01,Electronics,North,Premium,13253.338465952504,8259.472502859207,4993.865963093296,68,4.158520709648645
2023-01-01,Electronics,North,Standard,5725.49377301904,3182.27731113882,2543.2164618802203,32,3.4297589129152457
2023-01-01,Electronics,North,Budget,4937.091578678372,2725.5631216170204,2211.528457061351,29,3.130230418745873
2023-01-01,Electronics,South,Premium,8193.406128797007,4655.349950906651,3538.0561778903557,35,4.362768013075789
2023-01-01,Electronics,South,Standard,4723.121194563821,2801.7295242535856,1921.391670310235,21,2.926015926602661
2023-01-01,Electronics,South,Budget,2204.9074802393957,1277.114306218389,927.7931740210067,10,2.9942741997785824
2023-01-01,Electronics,East,Premium,13406.167292407576,7641.078023576439,5765.089268831137,67,4.132267109854039
2023-01-01,Electronics,East,Standard,4484.205651354859,2738.7487140799703,1745.4569372748883,19,3.5332767769129596
2023-01-01,Electronics,East,Budget,2660.4214515733315,1645.266620526121,1015.1548310472106,12,2.812491875062017
2023-01-01,Electronics,West,Premium,10970.346148054257,6071.415779445204,4898.930368609053,63,3.88268672131323
2023-01-01,Electronics,West,Standard,6483.477869597705,3768.0100146321556,2715.467854965549,32,3.1337469050086932
2023-01-01,Electronics,West,Budget,2530.166874065007,1636.9128714130075,893.2540026519996,14,2.9590583707607374
2023-01-01,Clothing,North,Premium,8345.932897192304,4664.118341858764,3681.81455533354,146,4.651410484356991
2023-01-01,Clothing,North,Standard,3517.6888208729574,2071.453427166916,1446.2353937060416,63,3.8096688913232133
2023-01-01,Clothing,North,Budget,1969.8954445404893,1138.783655582008,831.1117889584814,40,3.617136667865675
2023-01-01,Clothing,South,Premium,5761.603074025952,3211.8348124938716,2549.7682615320805,137,4.4844753158751045
2023-01-01,Clothing,South,Standard,2358.1263234099606,1298.2716628504902,1059.8546605594704,53,4.08350288665226
2023-01-01,Clothing,South,Budget,1990.9781561847228,1248.5962271780713,742.3819290066515,33,3.5793840357348596
2023-01-01,Clothing,East,Premium,5072.916833914511,3227.949448506339,1844.9673854081716,106,4.507236287244635
2023-01-01,Clothing,East,Standard,2725.8421904981733,1583.9820780771583,1141.860112421015,50,3.844302307000855
2023-01-01,Clothing,East,Budget,2117.617909572287,1352.5676095927954,765.0502999794915,41,3.706872008571247
2023-01-01,Clothing,West,Premium,7095.046425787038,4442.056058181025,2652.990367606013,145,4.406464073618462
2023-01-01,Clothing,West,Standard,3276.439323559733,1973.311867748134,1303.127455811599,63,4.369393096744202
2023-01-01,Clothing,West,Budget,2014.7724447051485,1171.4604214379153,843.3120232672331,40,3.21029779486024
2023-01-01,Home,North,Premium,9187.36086892835,5430.082078747991,3757.2787901803595,126,4.607133771453524
2023-01-01,Home,North,Standard,4083.347825160423,2625.4691925132124,1457.8786326472105,57,3.649472886924639
2023-01-01,Home,North,Budget,3458.6236388459956,2180.202925669671,1278.4207131763246,37,3.2986253328979056
2023-01-01,Home,South,Premium,7341.157559833817,4630.391197828204,2710.766362005613,106,4.7905934971598665
2023-01-01,Home,South,Standard,3128.4048019139686,1791.929986754808,1336.4748151591607,37,3.7017013560206693
2023-01-01,Home,South,Budget,2291.7879499736587,1262.076653383315,1029.7112965903436,28,3.278316581653967
2023-01-01,Home,East,Premium,6027.7113410948095,3387.492621010319,2640.2187200844905,70,4.373806403170392
2023-01-01,Home,East,Standard,3873.0302802163965,2331.095832829453,1541.9344473869437,52,3.9212152570443615
2023-01-01,Home,East,Budget,2526.863513068545,1632.9722274717742,893.891285596771,28,3.17766622527015
2023-01-01,Home,West,Premium,5995.429796625389,3468.2605068715816,2527.1692897538073,61,4.492045837365235
2023-01-01,Home,West,Standard,4453.323106140521,2472.2528596189704,1981.0702465215509,50,4.538972633745586
2023-01-01,Home,West,Budget,2540.362339497763,1434.0078343484588,1106.3545051493043,31,3.290464202700084
2023-01-01,Books,North,Premium,4524.460793368573,2595.9716114353164,1928.4891819332565,197,4.925579909806032
2023-01-01,Books,North,Standard,2382.9650391984806,1461.5986867628383,921.3663524356423,96,3.5794446811623155
2023-01-01,Books,North,Budget,885.9044097324967,490.85971312395645,395.0446966085402,36,3.230110681119169
2023-01-01,Books,South,Premium,1980.044039829181,1216.771275737069,763.2727640921121,68,4.7205688924418086
2023-01-01,Books,South,Standard,1123.2426726546632,723.0009795705071,400.24169308415617,38,4.464980321505262
2023-01-01,Books,South,Budget,692.5521826288729,444.94355880606093,247.60862382281192,31,3.3033815451382975
2023-01-01,Books,East,Premium,3530.063050587917,2230.0192671284017,1300.0437834595155,144,4.330740705069814
2023-01-01,Books,East,Standard,1087.5945918351558,608.3028321843938,479.29175965076206,50,4.055390157559692
2023-01-01,Books,East,Budget,948.0159454172868,553.5493347680737,394.4666106492132,35,3.6345468615331935
2023-01-01,Books,West,Premium,3663.103656304854,2339.6559633860647,1323.4476929187895,162,4.789095401969956
2023-01-01,Books,West,Standard,1440.1832228682665,815.3782688148301,624.8049540534364,66,4.069676109148301
2023-01-01,Books,West,Budget,1049.7627211827958,577.9008428537279,471.86187832906785,36,3.18569457459209
2023-01-01,Sports,North,Premium,8713.855730134228,5360.730287268052,3353.125442866176,129,4.742149876273536
2023-01-01,Sports,North,Standard,2468.661138832812,1438.0937853014177,1030.5673535313942,45,4.136125381122736
2023-01-01,Sports,North,Budget,2182.4801000979837,1343.886760155229,838.5933399427547,37,3.4238342780809496
2023-01-01,Sports,South,Premium,4284.482495491056,2470.0908627295944,1814.391632761462,64,4.373879150692753
2023-01-01,Sports,South,Standard,2215.570371326486,1416.2028959789943,799.3674753474918,38,4.002345592444993
2023-01-01,Sports,South,Budget,1353.51507909413,822.5181042047473,530.9969748893827,22,3.736060223147195
2023-01-01,Sports,East,Premium,5666.498519889062,3275.6738035586704,2390.8247163303913,76,4.342852733075115
2023-01-01,Sports,East,Standard,2018.0107162754334,1299.691444095229,718.3192721802045,39,4.0447417245729556
2023-01-01,Sports,East,Budget,1434.4371625353447,791.1575939100461,643.2795686252986,28,3.5142001482276277
2023-01-01,Sports,West,Premium,6045.992265936764,3907.899639143599,2138.092626793165,114,4.578151326202938
2023-01-01,Sports,West,Standard,2321.566487753213,1474.4586055734023,847.1078821798108,35,3.4455458325942407
2023-01-01,Sports,West,Budget,1722.185350096715,1108.425146301473,613.760203795242,30,2.926278366386404
2023-01-02,Electronics,North,Premium,10058.671693726332,6150.88500981309,3907.786683913242,60,4.246117531783659
2023-01-02,Electronics,North,Standard,6072.079712724742,3872.3917650530807,2199.6879476716617,33,3.157108910650813
2023-01-02,Electronics,North,Budget,4472.037177023376,2620.3862266694246,1851.6509503539514,20,3.2161406156104713
2023-01-02,Electronics,South,Premium,9979.485997963327,6354.010905129005,3625.475092834323,58,4.354135785273662
2023-01-02,Electronics,South,Standard,4989.755392617905,3142.695233354882,1847.0601592630233,26,4.655819447196416
2023-01-02,Electronics,South,Budget,3268.5683667766166,2088.61693237985,1179.9514343967667,15,3.09541737539174
2023-01-02,Electronics,East,Premium,8570.447986912248,5209.3583798289355,3361.0896070833123,34,4.128954417977997
2023-01-02,Electronics,East,Standard,7946.00733722372,4597.989924655908,3348.0174125678122,41,2.9398204422224756
2023-01-02,Electronics,East,Budget,2730.612302065292,1536.5320660313066,1194.0802360339856,13,3.22668517909021
2023-01-02,Electronics,West,Premium,9536.57575941113,5839.140888922476,3697.4348704886534,39,4.403879324680403
2023-01-02,Electronics,West,Standard,5552.023274164269,3353.7746785913428,2198.2485955729267,29,3.304519895718255
2023-01-02,Electronics,West,Budget,2201.620997624612,1385.9614110359357,815.6595865886761,9,2.9559362944308285
2023-01-02,Clothing,North,Premium,6146.463239240797,3396.136522831492,2750.3267164093045,145,4.56557906755993
2023-01-02,Clothing,North,Standard,3983.7805535584807,2353.9971831849693,1629.7833703735114,69,4.1597265582510365
2023-01-02,Clothing,North,Budget,1964.8563031374042,1188.586114125468,776.2701890119363,42,3.1040012302278868
2023-01-02,Clothing,South,Premium,4197.638552286447,2709.51913519271,1488.1194170937365,91,4.875358584116433
2023-01-02,Clothing,South,Standard,4128.7841436607005,2444.075087456475,1684.7090562042254,74,4.209739578165344
2023-01-02,Clothing,South,Budget,2087.7946846737273,1151.2921414760617,936.5025431976655,35,3.087699160314366
2023-01-02,Clothing,East,Premium,6558.902649123744,3918.40245539266,2640.5001937310835,110,4.8323902160288
2023-01-02,Clothing,East,Standard,1569.3456917774333,890.3214913126961,679.0242004647372,30,3.592683707599713
2023-01-02,Clothing,East,Budget,2495.6990758964416,1531.1347555008506,964.564320395591,40,2.8709575866118104
2023-01-02,Clothing,West,Premium,8807.681706071848,5287.3713403752445,3520.310365696603,201,4.169241354646168
2023-01-02,Clothing,West,Standard,2712.635558961491,1511.092286783798,1201.5432721776929,57,4.038631042278981
2023-01-02,Clothing,West,Budget,2008.4378216110772,1293.4801996761323,714.9576219349449,41,3.1844059209414723
2023-01-02,Home,North,Premium,13187.460509768254,7857.422470056943,5330.038039711311,167,4.128655350351945
2023-01-02,Home,North,Standard,4657.872756606759,3009.5403502480076,1648.3324063587515,67,3.9764951619453726
2023-01-02,Home,North,Budget,3047.3995570627026,1697.7637819630459,1349.6357750996567,35,3.013190144053822
2023-01-02,Home,South,Premium,6401.344392552527,3596.3807915731727,2804.9636009793544,86,4.7548806291063075
2023-01-02,Home,South,Standard,4310.930506346521,2687.895797197202,1623.034709149319,60,3.8921898562629824
2023-01-02,Home,South,Budget,1830.5366487021215,1144.19793797967,686.3387107224514,25,3.0319456879409095
2023-01-02,Home,East,Premium,7969.0172407939035,4679.4213363936315,3289.595904400272,110,4.535198214992635
2023-01-02,Home,East,Standard,4463.859686560497,2838.3062353464215,1625.5534512140753,54,3.7393422042698314
2023-01-02,Home,East,Budget,2831.6284272620587,1586.5964828466394,1245.0319444154193,41,3.444052890800192
2023-01-02,Home,West,Premium,11428.925174679815,6651.691140310398,4777.234034369417,165,4.5063011524898275
2023-01-02,Home,West,Standard,4696.1253092902425,3029.285948302198,1666.8393609880445,60,3.7609570836896946
2023-01-02,Home,West,Budget,2242.1488981159678,1298.9241148316373,943.2247832843304,26,3.8277161827056383
2023-01-02,Books,North,Premium,4539.67750400959,2856.1739849500404,1683.5035190595495,202,4.937498808188881
2023-01-02,Books,North,Standard,1796.135235740515,998.212711356426,797.9225243840891,73,3.7308236885542505
2023-01-02,Books,North,Budget,1312.961066855262,768.2023616959847,544.7587051592774,44,3.3558827855493587
2023-01-02,Books,South,Premium,2933.3291857741074,1794.6747610055922,1138.6544247685151,98,4.530882634158807
2023-01-02,Books,South,Standard,1418.2133308495418,790.336678529087,627.8766523204548,64,3.8479170473886612
2023-01-02,Books,South,Budget,737.3970915170937,411.8243086961395,325.5727828209542,35,3.4696149812072914
2023-01-02,Books,East,Premium,2246.3246132677227,1418.0597046556359,828.2649086120869,105,4.277760867687034
2023-01-02,Books,East,Standard,1299.6255946444358,815.7940793282681,483.8315153161676,53,3.935965854486446
2023-01-02,Books,East,Budget,1068.7303594654015,599.6857102296409,469.04464923576063,42,3.3520184410109723
2023-01-02,Books,West,Premium,3288.7902641186747,1827.351611755313,1461.4386523633618,111,4.613402408323958
2023-01-02,Books,West,Standard,1760.5371388014128,1099.6393980567163,660.8977407446964,72,3.751830716934303
2023-01-02,Books,West,Budget,968.9886206690919,560.6289174074755,408.35970326161646,44,3.520513516629683
2023-01-02,Sports,North,Premium,6276.910624088809,3498.6222873697334,2778.2883367190752,106,4.603777720234538
2023-01-02,Sports,North,Standard,3015.646631106498,1848.4100353801362,1167.2365957263617,54,4.049399487373635
2023-01-02,Sports,North,Budget,2769.655963029931,1685.1457414966167,1084.5102215333145,53,3.0697957311335853
2023-01-02,Sports,South,Premium,6975.039134891394,4029.745984847854,2945.2931500435398,101,4.3575105143934545
2023-01-02,Sports,South,Standard,1471.7483184340592,895.3610652547609,576.3872531792983,20,3.7422734934957718
2023-01-02,Sports,South,Budget,1445.9343803868271,840.0195714195133,605.9148089673138,27,3.862851251764766
2023-01-02,Sports,East,Premium,4178.928747435703,2679.080790899836,1499.8479565358675,78,4.747575751451952
2023-01-02,Sports,East,Standard,1920.4202561103532,1235.3542081491078,685.0660479612454,36,4.449437629756306
2023-01-02,Sports,East,Budget,1899.6185203707764,1232.3349882005914,667.283532170185,27,3.1592473043685887
2023-01-02,Sports,West,Premium,3905.6379656343424,2526.9143306508968,1378.7236349834457,74,5.0
2023-01-02,Sports,West,Standard,2688.525488093839,1590.2142989509332,1098.311189142906,40,4.271344893592039
2023-01-02,Sports,West,Budget,1652.2268480036296,1035.7789317158117,616.4479162878179,32,3.314094178129423
2023-01-03,Electronics,North,Premium,10973.610835141111,6529.895559822425,4443.7152753186865,46,4.38685497970425
2023-01-03,Electronics,North,Standard,6149.792956502652,3522.996717560479,2626.7962389421727,32,3.6543316502176246
2023-01-03,Electronics,North,Budget,2650.400687469742,1487.8176901516888,1162.5829973180532,14,3.283303046569553
2023-01-03,Electronics,South,Premium,12281.017683233595,7393.373441311386,4887.6442419222085,70,4.2347023902878576
2023-01-03,Electronics,South,Standard,6799.348520779258,4335.709024075675,2463.639496703583,32,4.026602252732961
2023-01-03,Electronics,South,Budget,3073.8375061468846,1907.0333082310462,1166.8041979158384,13,3.310589467259705
2023-01-03,Electronics,East,Premium,12364.998880504498,7285.7591021317485,5079.239778372749,60,3.672378154073066
2023-01-03,Electronics,East,Standard,4740.56518346693,2850.9709186047066,1889.594264862223,26,3.7152626767387886
2023-01-03,Electronics,East,Budget,4157.588496528094,2645.209016621329,1512.379479906765,24,2.485969562535533
2023-01-03,Electronics,West,Premium,7828.873304893819,4665.331884225197,3163.541420668622,46,4.183335690331014
2023-01-03,Electronics,West,Standard,3639.5479788484026,2232.280668279551,1407.2673105688518,16,3.4732639881461633
2023-01-03,Electronics,West,Budget,3553.1763068097043,2018.8721694020967,1534.3041374076076,16,2.6180360641017937
2023-01-03,Clothing,North,Premium,7114.571655013268,4387.953146713944,2726.6185082993243,123,4.8865426961503715
2023-01-03,Clothing,North,Standard,3239.7045645294716,1839.1836778793045,1400.520886650167,54,3.662138150321297
2023-01-03,Clothing,North,Budget,2115.522802249378,1207.1879098531936,908.3348923961844,40,2.989427303274188
2023-01-03,Clothing,South,Premium,8004.019077588649,4433.676004400656,3570.3430731879935,179,4.610579065591518
2023-01-03,Clothing,South,Standard,2348.804537993264,1497.0290395558864,851.7754984373778,54,3.9641939732202665
2023-01-03,Clothing,South,Budget,1584.9618844557301,999.5088664177949,585.4530180379352,34,3.233709120140033
2023-01-03,Clothing,East,Premium,5399.244626358791,3169.6114955185562,2229.6331308402346,107,4.427254527806595
2023-01-03,Clothing,East,Standard,2217.0420472806745,1321.9190174037929,895.1230298768817,48,4.310062280233358
